"","X","data_listing_id","data_title","data_display_title","data_url","data_installment","data_image_src","data_compare_image","data_make","data_model","data_year","data_mileage","data_transmission","data_ad_type","data_variant","data_seller_id","data_profile_id","data_listing_trusted","data_dealer_isverified","data_view_store","data_country_code","data_vehicle_type","listing_price","listing_rating"
"2057",2057,8850107,"2022 Volvo V60 2.0 Recharge T8 Inscription Wagon **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo V60 2.0 Recharge T8 Inscription Wagon","https://www.carlist.my/new-cars/2022-volvo-v60-2-0-recharge-t8-inscription-wagon-november-savings-year-end-special-promo-call-now/8850107","3720","https://img1.icarcdn.com/7010588/main-m_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000007010588_076b2e46_da9b_472d_b9d8_22510ee31fda.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7010588/thumb-l_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000007010588_076b2e46_da9b_472d_b9d8_22510ee31fda.jpeg.webp?smia=xTM","Volvo","V60",2022,0,"Automatic","New","Recharge T8 Inscription","8738f3d4-d09c-4144-802d-be20823f17c0","cb93da4e-ccd3-467b-bfe3-fbd78c22b297","true","ʉʏʈʘ","true","my","car","286909",NA
"2058",2058,8850070,"2022 Volvo XC90 2.0 B5 Inscription Plus SUV **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo XC90 2.0 B5 Inscription Plus SUV","https://www.carlist.my/new-cars/2022-volvo-xc90-2-0-b5-inscription-plus-suv-november-savings-year-end-special-promo-call-now/8850070","4969","https://img1.icarcdn.com/0700588/main-m_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000000700588_cb6df5a9_e7b8_4ac9_b2eb_f1d4ea5f16e2.jpeg.webp?smia=xTM","https://img1.icarcdn.com/0700588/thumb-l_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000000700588_cb6df5a9_e7b8_4ac9_b2eb_f1d4ea5f16e2.jpeg.webp?smia=xTM","Volvo","XC90",2022,0,"Automatic","New","B5 Inscription Plus","8738f3d4-d09c-4144-802d-be20823f17c0","cb93da4e-ccd3-467b-bfe3-fbd78c22b297","true","ʉʏʈʘ","true","my","car","383273",4.4
"2059",2059,8851413,"2022 Volvo V60 2.0 Recharge T8 Inscription Wagon **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo V60 2.0 Recharge T8 Inscription Wagon","https://www.carlist.my/new-cars/2022-volvo-v60-2-0-recharge-t8-inscription-wagon-november-savings-year-end-special-promo-call-now/8851413","3720","https://img1.icarcdn.com/3141588/main-m_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000003141588_6621a1c5_b2ff_46dd_bca6_d3521570c424.jpeg.webp?smia=xTM","https://img1.icarcdn.com/3141588/thumb-l_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000003141588_6621a1c5_b2ff_46dd_bca6_d3521570c424.jpeg.webp?smia=xTM","Volvo","V60",2022,0,"Automatic","New","Recharge T8 Inscription","2fd0f548-bdcf-445c-8792-9cd05da952d1","6b3b1e61-9b29-4e8d-9449-c529072bf924","true","ʉʏʈʘ","true","my","car","286909",NA
"2060",2060,9468587,"2022 Volvo S90 2.0 Recharge T8 Inscription Plus **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo S90 2.0 Recharge T8 Inscription Plus Sedan","https://www.carlist.my/new-cars/2022-volvo-s90-2-0-recharge-t8-inscription-plus-november-savings-year-end-special-promo-call-now/9468587","4473","https://img1.icarcdn.com/7858649/main-m_new-car-carlist-volvo-s90-recharge-t8-inscription-plus-sedan-malaysia_000007858649_16d6c4b6_26cd_48e7_8864_09ff2530af8e.jpg.webp?smia=xTM","https://img1.icarcdn.com/7858649/thumb-l_new-car-carlist-volvo-s90-recharge-t8-inscription-plus-sedan-malaysia_000007858649_16d6c4b6_26cd_48e7_8864_09ff2530af8e.jpg.webp?smia=xTM","Volvo","S90",2022,0,"Automatic","New","Recharge T8 Inscription Plus","97c2da02-4567-44d5-8c4b-f1a03c7a679a","5754c1aa-35dd-40e3-95b8-e4004284faf4","true","ʉʏʈʘ","true","my","car","345000",5
"2061",2061,8851108,"2022 Volvo V60 2.0 Recharge T8 Inscription Wagon **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo V60 2.0 Recharge T8 Inscription Wagon","https://www.carlist.my/new-cars/2022-volvo-v60-2-0-recharge-t8-inscription-wagon-november-savings-year-end-special-promo-call-now/8851108","3720","https://img1.icarcdn.com/8011588/main-m_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000008011588_7f507dd0_0b98_44c0_b71a_f32f5c1a9cf6.jpeg.webp?smia=xTM","https://img1.icarcdn.com/8011588/thumb-l_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000008011588_7f507dd0_0b98_44c0_b71a_f32f5c1a9cf6.jpeg.webp?smia=xTM","Volvo","V60",2022,0,"Automatic","New","Recharge T8 Inscription","97c2da02-4567-44d5-8c4b-f1a03c7a679a","5754c1aa-35dd-40e3-95b8-e4004284faf4","true","ʉʏʈʘ","true","my","car","286909",NA
"2062",2062,8850007,"2022 Volvo XC90 2.0 B5 Inscription Plus SUV **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo XC90 2.0 B5 Inscription Plus SUV","https://www.carlist.my/new-cars/2022-volvo-xc90-2-0-b5-inscription-plus-suv-november-savings-year-end-special-promo-call-now/8850007","4969","https://img1.icarcdn.com/7000588/main-m_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000007000588_af16e349_eb4f_4316_b772_8869d516ccd4.jpeg.webp?smia=xTM","https://img1.icarcdn.com/7000588/thumb-l_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000007000588_af16e349_eb4f_4316_b772_8869d516ccd4.jpeg.webp?smia=xTM","Volvo","XC90",2022,0,"Automatic","New","B5 Inscription Plus","5381a222-e6e7-4ce9-94c0-b4fdc82c040e","6688717a-8374-4e46-aea0-2afdb012d925","true","ʉʏʈʘ","true","my","car","383273",4.4
"2063",2063,8849929,"2022 Volvo V60 2.0 Recharge T8 Inscription Wagon **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2022 Volvo V60 2.0 Recharge T8 Inscription Wagon","https://www.carlist.my/new-cars/2022-volvo-v60-2-0-recharge-t8-inscription-wagon-november-savings-year-end-special-promo-call-now/8849929","3720","https://img1.icarcdn.com/9299488/main-m_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000009299488_d7755362_7a61_414e_a5ff_24dc682ebce6.jpeg.webp?smia=xTM","https://img1.icarcdn.com/9299488/thumb-l_new-car-carlist-volvo-v60-recharge-t8-inscription-wagon-malaysia_000009299488_d7755362_7a61_414e_a5ff_24dc682ebce6.jpeg.webp?smia=xTM","Volvo","V60",2022,0,"Automatic","New","Recharge T8 Inscription","5381a222-e6e7-4ce9-94c0-b4fdc82c040e","6688717a-8374-4e46-aea0-2afdb012d925","true","ʉʏʈʘ","true","my","car","286909",NA
"2064",2064,8062915,"2022 Volvo XC60 Recharge T8 Inscription Plus SUV **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**CALL NOW**","2021 Volvo XC60 2.0 Recharge T8 Inscription Plus SUV","https://www.carlist.my/new-cars/2022-volvo-xc60-recharge-t8-inscription-plus-suv-november-savings-year-end-special-promo-call-now/8062915","4209","https://img1.icarcdn.com/5192608/main-m_new-car-carlist-volvo-xc60-recharge-t8-inscription-plus-suv-malaysia_000005192608_489bcd51_e951_4e83_8bec_06ab394b545c.jpg.webp?smia=xTM","https://img1.icarcdn.com/5192608/thumb-l_new-car-carlist-volvo-xc60-recharge-t8-inscription-plus-suv-malaysia_000005192608_489bcd51_e951_4e83_8bec_06ab394b545c.jpg.webp?smia=xTM","Volvo","XC60",2021,0,"Automatic","New","Recharge T8 Inscription Plus","5381a222-e6e7-4ce9-94c0-b4fdc82c040e","6688717a-8374-4e46-aea0-2afdb012d925","true","ʉʏʈʘ","true","my","car","324656",4.5
"2065",2065,8851232,"2022 Volvo XC90 2.0 B5 Inscription Plus SUV **NOVEMBER SAVINGS**YEAR END SPECIAL PROMO**","2022 Volvo XC90 2.0 B5 Inscription Plus SUV","https://www.carlist.my/new-cars/2022-volvo-xc90-2-0-b5-inscription-plus-suv-november-savings-year-end-special-promo/8851232","4969","https://img1.icarcdn.com/2321588/main-m_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000002321588_0ad0911e_c1f1_461c_a148_d4a70bd4b691.jpeg.webp?smia=xTM","https://img1.icarcdn.com/2321588/thumb-l_new-car-carlist-volvo-xc90-b5-inscription-plus-suv-malaysia_000002321588_0ad0911e_c1f1_461c_a148_d4a70bd4b691.jpeg.webp?smia=xTM","Volvo","XC90",2022,0,"Automatic","New","B5 Inscription Plus","9dd444c7-a33c-4d82-b4e3-ca043908bbe3","b1b64c2b-05b6-4ea9-ab50-6ae8f65948ad","true","ʉʏʈʘ","true","my","car","383273",4.4
"2066",2066,10608375,"X50 1.5 Executive PROMOSI PASTI PUAS HATI / Tak Ada tempat lagi","2022 Proton X50 1.5 Executive SUV","https://www.carlist.my/new-cars/x50-1-5-executive-promosi-pasti-puas-hati-tak-ada-tempat-lagi/10608375","1171","https://img1.icarcdn.com/57380601/main-m_new-car-carlist-proton-x50-executive-suv-malaysia_000057380601_d6cfb170_2e46_4aaf_9663_2dcab8e55f7b.jpeg.webp?smia=xTM","https://img1.icarcdn.com/57380601/thumb-l_new-car-carlist-proton-x50-executive-suv-malaysia_000057380601_d6cfb170_2e46_4aaf_9663_2dcab8e55f7b.jpeg.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Executive","9fa7238f-7151-41bf-8e5d-11c1e18e3c75","194e5151-5f86-4146-bf5b-8761ffeb91e7","true","ʉʏʈʘ","true","my","car","90300",NA
"2067",2067,10632825,"2022 Proton X70 1.5 TGDI Premium (A)","2022 Proton X70 1.5 TGDI Premium SUV","https://www.carlist.my/new-cars/2022-proton-x70-1-5-tgdi-premium-a/10632825","1605","https://img1.icarcdn.com/52823601/main-m_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000052823601_1851e05f_6a41_4c4f_be62_aa1f01215d4a.jpeg.webp?smia=xTM","https://img1.icarcdn.com/52823601/thumb-l_new-car-carlist-proton-x70-tgdi-premium-suv-malaysia_000052823601_1851e05f_6a41_4c4f_be62_aa1f01215d4a.jpeg.webp?smia=xTM","Proton","X70",2022,0,"Automatic","New","TGDI Premium","09a787d6-044b-4858-bec4-ad68ae14735f","8e9db26e-44f5-4680-b2a6-aef32df354f7","false","ʉʏʈʘ","false","my","car","123800",4.5
"2068",2068,7292681,"2022 Mazda 3 2.0 SKYACTIV-G High Plus Hatchback","2022 Mazda 3 2.0 SKYACTIV-G High Plus Hatchback","https://www.carlist.my/new-cars/2022-mazda-3-2-0-skyactiv-g-high-plus-hatchback/7292681","2073","https://img1.icarcdn.com/1862927/main-m_new-car-carlist-mazda-3-skyactiv-g-high-plus-hatchback-malaysia_000001862927_367341c5_f609_467d_8369_790034fedf7a.jpeg?smia=xTM","https://img1.icarcdn.com/1862927/thumb-l_new-car-carlist-mazda-3-skyactiv-g-high-plus-hatchback-malaysia_000001862927_367341c5_f609_467d_8369_790034fedf7a.jpeg?smia=xTM","Mazda","3",2022,1,"Automatic","New","SKYACTIV-G High Plus","90aeb478-34d9-e611-94c6-06e4185eac05","94aeb478-34d9-e611-94c6-06e4185eac05","true","ʉʏʈʘ","true","my","car","159900",4.6
"2069",2069,10428302,"2022 Peugeot 2008 1.2 Allure SUV","2022 Peugeot 2008 1.2 Allure SUV","https://www.carlist.my/new-cars/2022-peugeot-2008-1-2-allure-suv/10428302","1685","https://img1.icarcdn.com/20382401/main-m_new-car-carlist-peugeot-2008-allure-suv-malaysia_000020382401_b9891172_e57e_42b3_9f1e_d696f6712bbe.jpeg.webp?smia=xTM","https://img1.icarcdn.com/20382401/thumb-l_new-car-carlist-peugeot-2008-allure-suv-malaysia_000020382401_b9891172_e57e_42b3_9f1e_d696f6712bbe.jpeg.webp?smia=xTM","Peugeot","2008",2022,0,"Automatic","New","Allure","2a63ae1c-150f-4775-bef1-25fe8644a0d3","73f85331-d8fd-422d-80d7-c21647c41d2a","true","ʉʏʈʘ","true","my","car","130000",4
"2070",2070,10428456,"2022 Kia Carnival 2.2 MPV","2022 Kia Carnival 2.2 MPV","https://www.carlist.my/new-cars/2022-kia-carnival-2-2-mpv/10428456","2982","https://img1.icarcdn.com/65482401/main-m_new-car-carlist-kia-carnival-mpv-malaysia_000065482401_66d60ef9_528f_4fb9_b9c6_3de67fb69575.jpeg.webp?smia=xTM","https://img1.icarcdn.com/65482401/thumb-l_new-car-carlist-kia-carnival-mpv-malaysia_000065482401_66d60ef9_528f_4fb9_b9c6_3de67fb69575.jpeg.webp?smia=xTM","Kia","Carnival",2022,0,"Automatic","New","","2a63ae1c-150f-4775-bef1-25fe8644a0d3","73f85331-d8fd-422d-80d7-c21647c41d2a","true","ʉʏʈʘ","true","my","car","230000",4
"2071",2071,8558901,"Melangkah Keluar Dengan Bergaya Jadilah Pemilik Kereta Idaman HONDA Berkualiti Yang Bangga Mengagumkan Saudara Mara Dan Kawan Buat Tempahan Segera Dan","2021 Honda City 1.5 E i-VTEC Hatchback","https://www.carlist.my/new-cars/melangkah-keluar-dengan-bergaya-jadilah-pemilik-kereta-idaman-honda-berkualiti-yang-bangga-mengagumkan-saudara-mara-dan-kawan-buat-tempahan-segera-dan/8558901","1002","https://img1.icarcdn.com/1098558/main-m_new-car-carlist-honda-city-e-i-vtec-hatchback-malaysia_000001098558_5ccab486_f46c_47f9_863f_acbe19d6ad24.png.webp?smia=xTM","https://img1.icarcdn.com/1098558/thumb-l_new-car-carlist-honda-city-e-i-vtec-hatchback-malaysia_000001098558_5ccab486_f46c_47f9_863f_acbe19d6ad24.png.webp?smia=xTM","Honda","City",2021,0,"Automatic","New","E i-VTEC","511ec614-8171-4b94-8f9e-446597b885cd","73faf761-4b4f-405c-90e4-c58a9ce5950d","false","ʉʏʈʘ","false","my","car","77288",4.4
"2072",2072,10622759,"2022 Mercedes-Benz A200 1.3 Progressive Line Sedan","2022 Mercedes-Benz A200 1.3 Progressive Line Sedan","https://www.carlist.my/new-cars/2022-mercedes-benz-a200-1-3-progressive-line-sedan/10622759","2980","https://img1.icarcdn.com/95722601/main-m_new-car-carlist-mercedes-benz-a-class-a200-progressive-line-sedan-malaysia_000095722601_5cf7b9e7_eba2_4710_8929_eab6658f936c.jpg.webp?smia=xTM","https://img1.icarcdn.com/95722601/thumb-l_new-car-carlist-mercedes-benz-a-class-a200-progressive-line-sedan-malaysia_000095722601_5cf7b9e7_eba2_4710_8929_eab6658f936c.jpg.webp?smia=xTM","Mercedes-Benz","A200",2022,0,"Automatic","New","Progressive Line","091071d2-7682-4ef3-91ca-34126c56aa86","bea68529-6404-4963-a571-3c2994931017","false","ʉʏʈʘ","false","my","car","229888",4.4
"2073",2073,10482212,"2022 BMW iX40 Sport","2022 BMW iX xDrive40 Sport SUV","https://www.carlist.my/new-cars/2022-bmw-ix40-sport/10482212","5520","https://img1.icarcdn.com/21228401/main-m_new-car-carlist-bmw-i-ix-xdrive40-sport-suv-malaysia_000021228401_e2199be7_da0c_4461_bb56_9421fbec72f6.jpg.webp?smia=xTM","https://img1.icarcdn.com/21228401/thumb-l_new-car-carlist-bmw-i-ix-xdrive40-sport-suv-malaysia_000021228401_e2199be7_da0c_4461_bb56_9421fbec72f6.jpg.webp?smia=xTM","BMW","iX",2022,0,"Automatic","New","xDrive40 Sport","87ab221b-7dac-4525-926e-e2eba5b31593","08b32ccd-9656-41bb-ba1e-34479e38d7a0","true","ʉʏʈʘ","true","my","car","425800",NA
"2074",2074,10482233,"2022 BMW iX40 Sport","2022 BMW iX xDrive40 Sport SUV","https://www.carlist.my/new-cars/2022-bmw-ix40-sport/10482233","5520","https://img1.icarcdn.com/33228401/main-m_new-car-carlist-bmw-i-ix-xdrive40-sport-suv-malaysia_000033228401_74a00a12_c8f5_485b_be74_be76df8d1d60.jpg.webp?smia=xTM","https://img1.icarcdn.com/33228401/thumb-l_new-car-carlist-bmw-i-ix-xdrive40-sport-suv-malaysia_000033228401_74a00a12_c8f5_485b_be74_be76df8d1d60.jpg.webp?smia=xTM","BMW","iX",2022,0,"Automatic","New","xDrive40 Sport","87ab221b-7dac-4525-926e-e2eba5b31593","08b32ccd-9656-41bb-ba1e-34479e38d7a0","true","ʉʏʈʘ","true","my","car","425800",NA
"2075",2075,10553485,"Nissan Almera 1.0 Turbo Top Nissan Dealer Best service and Strong banker connection , Bank Loan issue can call me For discuss","2022 Nissan Almera 1.0 VL Sedan","https://www.carlist.my/new-cars/nissan-almera-1-0-turbo-top-nissan-dealer-best-service-and-strong-banker-connection-bank-loan-issue-can-call-me-for-discuss/10553485","1082","https://img1.icarcdn.com/58435501/main-m_new-car-carlist-nissan-almera-vl-sedan-malaysia_000058435501_4b47b42b_4b70_4708_8d14_8c442cef6916.jpg.webp?smia=xTM","https://img1.icarcdn.com/58435501/thumb-l_new-car-carlist-nissan-almera-vl-sedan-malaysia_000058435501_4b47b42b_4b70_4708_8d14_8c442cef6916.jpg.webp?smia=xTM","Nissan","Almera",2022,0,"Automatic","New","VL","3b3f1df0-aa8a-e611-94c5-06e4185eac05","1f5e21f6-aa8a-e611-94c5-06e4185eac05","false","ʉʏʈʘ","false","my","car","83444",4
"2076",2076,10607365,"Mazda6 New Mazda 6 2.0 SKYACTIV-G GVC Plus Sedan 2022","2022 Mazda 6 2.0 SKYACTIV-G GVC Plus Sedan","https://www.carlist.my/new-cars/mazda6-new-mazda-6-2-0-skyactiv-g-gvc-plus-sedan-2022/10607365","2269","https://img1.icarcdn.com/56370601/main-m_new-car-carlist-mazda-6-skyactiv-g-gvc-plus-sedan-malaysia_000056370601_8218330c_dcfa_4c9d_a901_351243d79534.JPG.webp?smia=xTM","https://img1.icarcdn.com/56370601/thumb-l_new-car-carlist-mazda-6-skyactiv-g-gvc-plus-sedan-malaysia_000056370601_8218330c_dcfa_4c9d_a901_351243d79534.JPG.webp?smia=xTM","Mazda","6",2022,0,"Automatic","New","SKYACTIV-G GVC Plus","228a3f12-e008-4fee-b8c9-aecd343fad19","de37c41e-03b8-4cab-8824-3f34bcf8efaa","false","ʉʏʈʘ","false","my","car","175000",4
"2077",2077,10510947,"2022 Proton Saga 1.3 Premium Sedan","2022 Proton Saga 1.3 Premium Sedan","https://www.carlist.my/new-cars/2022-proton-saga-1-3-premium-sedan/10510947","441","https://img1.icarcdn.com/74901501/main-m_new-car-carlist-proton-saga-premium-sedan-malaysia_000074901501_5f64f81e_96db_4f43_b4f0_008366bdfb6e.jpg.webp?smia=xTM","https://img1.icarcdn.com/74901501/thumb-l_new-car-carlist-proton-saga-premium-sedan-malaysia_000074901501_5f64f81e_96db_4f43_b4f0_008366bdfb6e.jpg.webp?smia=xTM","Proton","Saga",2022,0,"Automatic","New","Premium","8e6c61d8-d638-4123-9b33-157b4c2172dc","00d8c10d-eda3-4409-8b96-66606aaa609a","false","ʉʏʈʘ","false","my","car","34000",3.9
"2078",2078,10412320,"OTR New 2022 Daihatsu GranMax HIjet Chana Era CAF Luton Box for sale","2022 CAF DFSK K01 1.0 Box Cab Chassis","https://www.carlist.my/new-cars/otr-new-2022-daihatsu-granmax-hijet-chana-era-caf-luton-box-for-sale/10412320","727","https://img1.icarcdn.com/02321401/main-m_new-car-carlist-caf-dfsk-k01-box-cab-chassis-malaysia_000002321401_2d3bd9a6_2cfd_4abc_98f2_2e2c7306f24e.jpg.webp?smia=xTM","https://img1.icarcdn.com/02321401/thumb-l_new-car-carlist-caf-dfsk-k01-box-cab-chassis-malaysia_000002321401_2d3bd9a6_2cfd_4abc_98f2_2e2c7306f24e.jpg.webp?smia=xTM","CAF DFSK","K01",2022,0,"Manual","New","Box","5e51918a-982c-4edb-9069-5040dd8e0b90","9c33f5fd-d2a2-4c24-852f-a633ca3639fe","false","ʉʏʈʘ","false","my","car","56100",NA
"2079",2079,10638632,"ALL NEW MAZDA BT-50 1.9 Pickup Truck","2022 Mazda BT-50 1.9 High Pickup Truck","https://www.carlist.my/new-cars/all-new-mazda-bt-50-1-9-pickup-truck/10638632","1617","https://img1.icarcdn.com/23683601/main-m_new-car-carlist-mazda-bt-50-high-pickup-truck-malaysia_000023683601_ae72a37a_adc7_46c9_9f78_ce39dba9822a.jpg.webp?smia=xTM","https://img1.icarcdn.com/23683601/thumb-l_new-car-carlist-mazda-bt-50-high-pickup-truck-malaysia_000023683601_ae72a37a_adc7_46c9_9f78_ce39dba9822a.jpg.webp?smia=xTM","Mazda","BT-50",2022,1,"Automatic","New","High","5ca64615-2375-4d49-9335-932e62bc2458","dfba93b3-015d-43c2-ba88-f0657068e7e0","false","ʉʏʈʘ","false","my","car","124729",4
"2080",2080,9350709,"fast stock 2022 Mitsubishi Triton 2.4 VGT Premium Pickup Truck","2022 Mitsubishi Triton 2.4 VGT Premium Updated Spec Pickup Truck","https://www.carlist.my/new-cars/fast-stock-2022-mitsubishi-triton-2-4-vgt-premium-pickup-truck/9350709","1645","https://img1.icarcdn.com/9070539/main-m_new-car-carlist-mitsubishi-triton-vgt-premium-pickup-truck-malaysia_000009070539_c130ccae_017e_4707_add3_c00523ddbe60.jpeg.webp?smia=xTM","https://img1.icarcdn.com/9070539/thumb-l_new-car-carlist-mitsubishi-triton-vgt-premium-pickup-truck-malaysia_000009070539_c130ccae_017e_4707_add3_c00523ddbe60.jpeg.webp?smia=xTM","Mitsubishi","Triton",2022,0,"Automatic","New","VGT Premium Updated Spec","2cddb149-70f2-4a98-a356-e006ab78b405","1990d9cc-0de6-4d77-87be-3ec0eebaa332","false","ʉʏʈʘ","false","my","car","126900",4.8
"2081",2081,9845589,"2022 Proton X50 1.5 Premium SUV . FAST STOCK EVER . PLATINIUM 4S DEALER . THINK PROTON . THINK IVAN .  . YOUR TRUSTED SALES CONSULTANT .","2022 Proton X50 1.5 Premium SUV","https://www.carlist.my/new-cars/2022-proton-x50-1-5-premium-suv-fast-stock-ever-platinium-4s-dealer-think-proton-think-ivan-your-trusted-sales-consultant/9845589","1320","https://img1.icarcdn.com/9855489/main-m_new-car-carlist-proton-x50-premium-suv-malaysia_000009855489_a99066dd_67ed_4626_8a57_ad8ab24f6481.png.webp?smia=xTM","https://img1.icarcdn.com/9855489/thumb-l_new-car-carlist-proton-x50-premium-suv-malaysia_000009855489_a99066dd_67ed_4626_8a57_ad8ab24f6481.png.webp?smia=xTM","Proton","X50",2022,0,"Automatic","New","Premium","16476a4b-7184-e611-94c5-06e4185eac05","19476a4b-7184-e611-94c5-06e4185eac05","false","ʉʏʈʘ","false","my","car","101800",NA
"2082",2082,9729386,"2022 Mazda CX-8 2.5 SKYACTIV-G High SUV","2022 Mazda CX-8 2.5 SKYACTIV-G High SUV","https://www.carlist.my/new-cars/2022-mazda-cx-8-2-5-skyactiv-g-high-suv/9729386","2512","https://img1.icarcdn.com/6839279/main-m_new-car-carlist-mazda-cx-8-skyactiv-g-high-suv-malaysia_000006839279_20e3905d_6668_42ba_8402_73dce66af559.jpg.webp?smia=xTM","https://img1.icarcdn.com/6839279/thumb-l_new-car-carlist-mazda-cx-8-skyactiv-g-high-suv-malaysia_000006839279_20e3905d_6668_42ba_8402_73dce66af559.jpg.webp?smia=xTM","Mazda","CX-8",2022,1,"Automatic","New","SKYACTIV-G High","40e58f09-80b2-49c9-ab0c-7f0775ee6a17","1143c6b1-b427-4436-87c0-ce8731c415d6","false","ʉʏʈʘ","false","my","car","193760",NA
"2083",2083,10636167,"2022 TESLA Model 3 Standard Range Plus NEW CAR","2022 TESLA Model 3 Standard Range Sedan","https://www.carlist.my/new-cars/2022-tesla-model-3-standard-range-plus-new-car/10636167","3695","https://img1.icarcdn.com/76163601/main-m_new-car-carlist-tesla-model-3-standard-range-sedan-malaysia_000076163601_f4937a8b_3d33_4c94_bba7_dc18700c12aa.jpg.webp?smia=xTM","https://img1.icarcdn.com/76163601/thumb-l_new-car-carlist-tesla-model-3-standard-range-sedan-malaysia_000076163601_f4937a8b_3d33_4c94_bba7_dc18700c12aa.jpg.webp?smia=xTM","TESLA","Model 3",2022,0,"Automatic","New","Standard Range","a1253d57-272e-4c5d-bd47-cc2722b0a4f1","a2c7252f-34ec-4737-aeb9-e2c89a82b7ae","true","ʉʏʈʘ","true","my","car","285000",NA
"2084",2084,10574231,"Brand New Toyota Veloz 1.5 Fast Stock","2022 Toyota Veloz 1.5 MPV","https://www.carlist.my/new-cars/brand-new-toyota-veloz-1-5-fast-stock/10574231","1228","https://img1.icarcdn.com/13247501/main-m_new-car-carlist-toyota-veloz-mpv-malaysia_000013247501_e1b66404_15a2_47e0_8198_bfd10da8f189.jpg.webp?smia=xTM","https://img1.icarcdn.com/13247501/thumb-l_new-car-carlist-toyota-veloz-mpv-malaysia_000013247501_e1b66404_15a2_47e0_8198_bfd10da8f189.jpg.webp?smia=xTM","Toyota","Veloz",2022,1,"Automatic","New","","c0307fa9-318d-481a-b270-322010a46f3c","a8d9f803-4c49-4e86-83e5-849f6df40095","false","ʉʏʈʘ","false","my","car","94710",NA
"2085",2085,10635260,"2022 TESLA Model 3 0.0 Standard Range Sedan NEW CAR","2022 TESLA Model 3 Standard Range Sedan","https://www.carlist.my/new-cars/2022-tesla-model-3-0-0-standard-range-sedan-new-car/10635260","3824","https://img1.icarcdn.com/06253601/main-m_new-car-carlist-tesla-model-3-standard-range-sedan-malaysia_000006253601_9e548d8e_cf77_4dec_ab38_a1b99e44d199.jpg.webp?smia=xTM","https://img1.icarcdn.com/06253601/thumb-l_new-car-carlist-tesla-model-3-standard-range-sedan-malaysia_000006253601_9e548d8e_cf77_4dec_ab38_a1b99e44d199.jpg.webp?smia=xTM","TESLA","Model 3",2022,0,"Automatic","New","Standard Range","394b0175-5974-4c95-b283-906fb6605828","08b4b516-eef2-4dad-88e0-f6f508568749","true","ʉʏʈʘ","true","my","car","295000",NA
"2086",2086,10635244,"2022 TESLA Model 3 0.0 Standard Range Sedan","2022 TESLA Model 3 Standard Range Sedan","https://www.carlist.my/new-cars/2022-tesla-model-3-0-0-standard-range-sedan/10635244","3824","https://img1.icarcdn.com/44253601/main-m_new-car-carlist-tesla-model-3-standard-range-sedan-malaysia_000044253601_82f77e67_e701_4750_9cfd_3f9c666b2029.jpg.webp?smia=xTM","https://img1.icarcdn.com/44253601/thumb-l_new-car-carlist-tesla-model-3-standard-range-sedan-malaysia_000044253601_82f77e67_e701_4750_9cfd_3f9c666b2029.jpg.webp?smia=xTM","TESLA","Model 3",2022,0,"Automatic","New","Standard Range","394b0175-5974-4c95-b283-906fb6605828","08b4b516-eef2-4dad-88e0-f6f508568749","true","ʉʏʈʘ","true","my","car","295000",NA
